NO,식품명,1회제공량,에너지(㎉),탄수화물(g),단백질(g),지방(g),총 포화 지방산(g),총당류(g),총 식이섬유(g),칼슘(㎎),철(㎎),마그네슘(㎎),나트륨(㎎),콜레스테롤(㎎)
251,해물탕,600,267.81,16.6,39.8,4.7,0.8,0.8,6,492.95,0,172.87,2046.24,469.49
252,고구마맛탕,200,491,94.6,3.3,11,1.9,38.7,9,66.97,0,61.87,76.93,0
253,고구마튀김,100,252.96,33.8,2.72,11.87,1.74,7.72,2.05,24.9,0,19.69,148.41,20.84
254,고추튀김,100,202,14.6,7.6,12.6,2.7,2.3,2.2,42.84,0,20.88,249.15,35.91
255,닭튀김,300,903,48.8,65.2,49.7,13,1.5,4.5,39.8,0,90.49,1244.48,177.93
256,등심돈가스,200,623.83,38.49,32.99,37.54,9.12,3.66,1.96,35.35,0,45.42,574.08,98.16
257,모래집튀김,150,468.37,29.1,28.1,26.6,4.1,1.8,2,35.66,0,33.09,322.44,251.91
258,미꾸라지튀김,100,387.49,28.85,10.89,25.39,3.89,0.3,3.46,536.58,0,29.5,324.47,50.15
259,생선까스,200,653.44,46.56,24.33,41.1,7.96,1.96,3.84,46.64,0,46.96,788.62,72.72
260,안심돈가스,200,651.75,34.25,33.28,42.4,8.55,2.77,2.43,31.6,0,48.84,551.55,105.47
261,양념치킨,200,552,42.3,35.5,26.8,5.4,12.5,2.1,33.57,0,51.32,805.49,137.79
262,쥐포튀김,100,356.91,42.5,9.62,16.49,2.29,7.96,1.38,81.39,0,18.9,717.02,28.7
263,치즈돈가스,250,755.37,41.76,42.02,46.69,13.59,3.57,3.26,421.04,0,58.13,870.77,98.81
264,치킨까스,200,593,44.02,27.91,33.92,8.42,4.15,3.86,156.96,0,43.88,779.27,72.97
265,대구포,100,140.84,2.33,31.97,0.4,0.17,0,1.18,154.63,0,78.92,3875.95,107.15
266,매작과,30,123.86,19.83,2.25,3.95,0.7,4.93,0.83,10.04,0,7.12,29.83,10.03
267,산자,30,109.71,24.65,0.69,0.93,0.03,9.4,0.14,1.72,0,2.1,6.86,0
268,송화다식,30,110.83,22.19,2.49,1.34,0.27,8,2.63,41.6,0,20.28,4.04,0
269,약과,30,119.73,25.47,1.26,1.43,0.37,5.07,1.6,3.74,0,7.35,17.19,0
270,유과,30,127.09,22.27,0.84,3.85,0.41,7.24,0.34,17.46,0,7.19,6.84,0
271,글램핑 바비큐(오리지널 L),157,410,0,17,0,7,10,0,0,0,0,744,-
272,글램핑 바비큐(나폴리M),127,328,0,15,0,6,8,0,0,0,0,644,-
273,글램핑 바비큐(나폴리L),126,312,0,16,0,7,10,0,0,0,0,734,-
274,글램핑 바비큐(씬 M),105,266,0,13,0,5,8,0,0,0,0,596,-
275,글램핑 바비큐(씬 L),103,273,0,13,0,7,9,0,0,0,0,591,-
276,글램핑 바비큐(슈퍼시드 함유 도우M),172,485,0,24,0,13,14,0,0,0,0,1006,-
277,글램핑 바비큐(슈퍼시드 함유 도우L),156,392,0,19,0,6,11,0,0,0,0,741,-
278,글램핑 바비큐 더블치즈엣지(오리지널 M),129,330,0,16,0,6,10,0,0,0,0,611,-
279,글램핑 바비큐 더블치즈엣지(오리지널 L),196,489,0,25,0,10,11,0,0,0,0,1071,-
280,더블크러스트 이베리코(더블 크러스트 L),152,387,0,19,0,7,9,0,0,0,0,844,-
281,더블크러스트 이베리코(더블 크러스트 M),130,345,0,12,0,7,10,0,0,0,0,465,-
282,리얼불고기(오리지널 L),164,420,0,14,0,10,14,0,0,0,0,564,-
283,리얼불고기(오리지널 M),115,280,0,13,0,4,5,0,0,0,0,520,-
284,리얼불고기(나폴리L),130,334,0,16,0,4,5,0,0,0,0,541,-
285,리얼불고기(나폴리M),181,430,0,23,0,7,8,0,0,0,0,946,-
286,리얼불고기(씬 L),149,365,0,20,0,6,6,0,0,0,0,676,-
287,리얼불고기(씬 M),139,396,0,22,0,9,6,0,0,0,0,838,-
288,리얼불고기(슈퍼시드 함유 도우L),111,313,0,15,0,8,5,0,0,0,0,597,-
289,리얼불고기(슈퍼시드 함유 도우M),116,292,0,14,0,4,6,0,0,0,0,561,-
290,리얼불고기 더블치즈엣지(오리지널 L),133,344,0,17,0,5,7,0,0,0,0,544,-
291,리얼불고기 더블치즈엣지(오리지널 M),144,350,0,18,0,6,4,0,0,0,0,669,-
292,문어밤 슈림프(오리지널 L),170,428,0,21,0,8,5,0,0,0,0,856,-
293,문어밤 슈림프(오리지널 M),117,280,0,15,0,3,7,0,0,0,0,600,-
294,문어밤 슈림프(나폴리L),143,323,0,18,0,4,7,0,0,0,0,708,-
295,문어밤 슈림프(나폴리M),186,430,0,22,0,6,11,0,0,0,0,1078,-
296,문어밤 슈림프(씬 L),111,254,0,15,0,4,7,0,0,0,0,596,-
297,문어밤 슈림프(씬 M),153,389,0,20,0,9,11,0,0,0,0,912,-
298,문어밤 슈림프(슈퍼시드 함유 도우L),130,333,0,19,0,7,8,0,0,0,0,794,-
299,문어밤 슈림프(슈퍼시드 함유 도우M),118,280,0,16,0,4,9,0,0,0,0,608,-
300,문어밤 슈림프 더블치즈엣지(오리지널 L),143,322,0,17,0,4,10,0,0,0,0,682,-
301,문어밤 슈림프 더블치즈엣지(오리지널 M),144,347,0,18,0,7,6,0,0,0,0,784,-
302,베스트 콰트로(오리지널 L),186,460,0,25,0,9,8,0,0,0,0,1024,-
303,베스트 콰트로(오리지널 M),134,312,0,13,0,5,6,0,0,0,0,598,-
304,베스트 콰트로(나폴리L),157,387,0,18,0,6,8,0,0,0,0,704,-
305,베스트 콰트로(나폴리M),107,259,0,12,0,5,5,0,0,0,0,499,-
306,베스트 콰트로(씬 L),129,306,0,15,0,6,7,0,0,0,0,698,-
307,베스트 콰트로(씬 M),181,457,0,19,0,11,9,0,0,0,0,868,-
308,베스트 콰트로(슈퍼시드 함유 도우L),112,274,0,12,0,7,6,0,0,0,0,540,-
309,베스트 콰트로(슈퍼시드 함유 도우M),132,322,0,13,0,5,12,0,0,0,0,517,-
310,베스트 콰트로 더블치즈엣지(오리지널 L),159,393,0,17,0,6,13,0,0,0,0,636,-
311,베스트 콰트로 더블치즈엣지(오리지널 M),160,384,0,19,0,8,7,0,0,0,0,732,-
312,베이컨체더치즈(오리지널 L),194,455,0,23,0,9,7,0,0,0,0,907,-
313,베이컨체더치즈(오리지널 M),114,311,0,14,0,6,4,0,0,0,0,399,-
314,베이컨체더치즈(나폴리L),129,356,0,18,0,8,5,0,0,0,0,529,-
315,베이컨체더치즈(나폴리M),176,465,0,24,0,11,5,0,0,0,0,696,-
316,베이컨체더치즈(씬 L),143,382,0,21,0,9,5,0,0,0,0,606,-
317,베이컨체더치즈(씬 M),147,437,0,22,0,14,4,0,0,0,0,671,-
318,베이컨체더치즈(슈퍼시드 함유 도우L),125,377,0,19,0,12,4,0,0,0,0,525,-
319,베이컨체더치즈(슈퍼시드 함유 도우M),113,307,0,14,0,6,6,0,0,0,0,455,-
320,베이컨체더치즈 더블치즈엣지(오리지널 L),129,355,0,17,0,7,7,0,0,0,0,500,-
321,베이컨체더치즈 더블치즈엣지(오리지널 M),135,364,0,18,0,9,4,0,0,0,0,508,-
322,불고기(오리지널 L),158,436,0,21,0,11,5,0,0,0,0,624,-
323,불고기(오리지널 M),121,291,0,15,0,5,6,0,0,0,0,406,-
324,불고기(나폴리L),129,319,0,16,0,5,6,0,0,0,0,441,-
325,불고기(나폴리M),177,421,0,2,0,9,7,0,0,0,0,696,-
326,불고기(씬 L),102,250,0,14,0,5,4,0,0,0,0,388,-
327,불고기(씬 M),162,394,0,22,0,10,8,0,0,0,0,649,-
328,불고기(슈퍼시드 함유 도우L),125,312,0,18,0,9,6,0,0,0,0,545,-
329,불고기(슈퍼시드 함유 도우M),121,301,0,15,0,4,8,0,0,0,0,400,-
330,불고기 더블치즈엣지(오리지널 L),134,342,0,16,0,5,8,0,0,0,0,458,-
331,불고기 더블치즈엣지(오리지널 M),139,350,0,18,0,7,5,0,0,0,0,490,-
332,블랙앵거스 스테이크(오리지널 L),158,405,0,21,0,8,6,0,0,0,0,571,-
333,블랙앵거스 스테이크(오리지널 M),126,307,0,14,0,5,7,0,0,0,0,471,-
334,블랙앵거스 스테이크(나폴리L),160,383,0,17,0,7,10,0,0,0,0,612,-
335,블랙앵거스 스테이크(나폴리M),103,248,0,12,0,6,7,0,0,0,0,440,-
336,블랙앵거스 스테이크(씬 L),121,296,0,14,0,7,8,0,0,0,0,555,-
337,블랙앵거스 스테이크(씬 M),169,459,0,20,0,12,11,0,0,0,0,736,-
338,블랙앵거스 스테이크(슈퍼시드 함유 도우L),103,266,0,12,0,7,7,0,0,0,0,413,-
339,블랙앵거스 스테이크(슈퍼시드 함유 도우M),126,301,0,14,0,5,9,0,0,0,0,487,-
340,블랙앵거스 스테이크 더블치즈엣지(오리지널 L),158,369,0,17,0,6,13,0,0,0,0,611,-
341,블랙앵거스 스테이크 더블치즈엣지(오리지널 M),156,388,0,19,0,9,8,0,0,0,0,743,-
342,블랙타이거 슈림프(오리지널 L),198,488,0,23,0,12,11,0,0,0,0,954,-
343,블랙타이거 슈림프(오리지널 M),123,288,0,13,0,4,8,0,0,0,0,568,-
344,블랙타이거 슈림프(나폴리M),191,453,0,20,0,6,14,0,0,0,0,863,-
345,블랙타이거 슈림프(나폴리L),159,358,0,18,0,6,13,0,0,0,0,819,-
346,블랙타이거 슈림프(씬 M),188,431,0,20,0,7,16,0,0,0,0,956,-
347,블랙타이거 슈림프(씬 L),125,308,0,14,0,8,12,0,0,0,0,674,-
348,블랙타이거 슈림프(슈퍼시드 함유 도우L),157,403,0,18,0,9,16,0,0,0,0,821,-
349,블랙타이거 슈림프 더블치즈엣지(오리지널 L),118,290,0,13,0,4,10,0,0,0,0,517,-
350,블랙타이거슈림프(슈퍼시드 함유 도우M),144,363,0,18,0,7,9,0,0,0,0,770,-
351,블랙타이거슈림프 더블치즈엣지(오리지널 M),193,468,0,21,0,8,18,0,0,0,0,884,-
352,슈퍼디럭스(오리지널 L),248,625,0,32,0,14,15,0,0,0,0,1362,-
353,슈퍼디럭스(오리지널 M),134,307,0,17,0,5,3,0,0,0,0,439,-
354,슈퍼디럭스(나폴리L),150,386,0,19,0,7,4,0,0,0,0,481,-
355,슈퍼디럭스(나폴리M),107,251,0,12,0,5,3,0,0,0,0,358,-
356,슈퍼디럭스(씬 L),118,282,0,15,0,6,3,0,0,0,0,408,-
357,슈퍼디럭스(씬 M),186,450,0,24,0,12,4,0,0,0,0,692,-
358,슈퍼디럭스(슈퍼시드 함유 도우L),155,393,0,20,0,10,4,0,0,0,0,542,-
359,슈퍼디럭스(슈퍼시드 함유 도우M),133,332,0,14,0,5,3,0,0,0,0,533,-
360,슈퍼디럭스 더블치즈엣지(오리지널 L),149,373,0,16,0,6,5,0,0,0,0,629,-
361,슈퍼디럭스 더블치즈엣지(오리지널 M),159,359,0,19,0,8,3,0,0,0,0,587,-
362,슈퍼슈프림(오리지널 L),188,452,0,24,0,10,3,0,0,0,0,669,-
363,슈퍼슈프림(오리지널 M),151,321,0,17,0,5,5,0,0,0,0,462,-
364,슈퍼슈프림(나폴리L),168,366,0,20,0,6,5,0,0,0,0,461,-
365,슈퍼슈프림(나폴리M),123,246,0,14,0,5,4,0,0,0,0,392,-
366,슈퍼슈프림(씬 L),139,291,0,16,0,6,5,0,0,0,0,494,-
367,슈퍼슈프림(씬 M),111,236,0,13,0,6,4,0,0,0,0,353,-
368,슈퍼슈프림(슈퍼시드 함유 도우L),120,251,0,15,0,7,5,0,0,0,0,376,-
369,슈퍼슈프림(슈퍼시드 함유 도우M),146,335,0,15,0,6,8,0,0,0,0,579,-
370,슈퍼슈프림 더블치즈엣지(오리지널 L),165,385,0,19,0,6,9,0,0,0,0,628,-
371,슈퍼슈프림 더블치즈엣지(오리지널 M),172,374,0,21,0,7,5,0,0,0,0,518,-
372,와규 앤 비스테카(오리지널 L),193,433,0,24,0,9,5,0,0,0,0,587,-
373,와규 앤 비스테카(오리지널 M),130,305,0,14,0,5,8,0,0,0,0,374,-
374,와규 앤 비스테카(나폴리L),154,377,0,16,0,6,7,0,0,0,0,387,-
375,와규 앤 비스테카(나폴리M),107,247,0,16,0,5,7,0,0,0,0,310,-
376,와규 앤 비스테카(씬 L),130,306,0,18,0,6,7,0,0,0,0,379,-
377,와규 앤 비스테카(씬 M),179,477,0,23,0,12,15,0,0,0,0,602,-
378,와규 앤 비스테카(슈퍼시드 함유 도우L),104,262,0,12,0,7,7,0,0,0,0,307,-
379,와규 앤 비스테카(슈퍼시드 함유 도우M),131,306,0,13,0,6,8,0,0,0,0,363,-
380,와규 앤 비스테카 더블치즈엣지(오리지널 L),156,354,0,16,0,6,9,0,0,0,0,399,-
381,와규 앤 비스테카 더블치즈엣지(오리지널 M),163,388,0,19,0,7,8,0,0,0,0,712,-
382,우리 고구마(오리지널 L),198,484,0,25,0,10,9,0,0,0,0,934,-
383,우리 고구마(오리지널 M),128,321,0,13,0,6,9,0,0,0,0,441,-
384,우리 고구마(나폴리L),157,372,0,15,0,6,14,0,0,0,0,552,-
385,우리 고구마(나폴리M),107,273,0,11,0,6,9,0,0,0,0,406,-
386,우리 고구마(씬 L),134,311,0,12,0,7,12,0,0,0,0,475,-
387,우리 고구마(씬 M),175,482,0,19,0,13,17,0,0,0,0,682,-
388,우리 고구마(슈퍼시드 함유 도우L),109,277,0,10,0,7,13,0,0,0,0,389,-
389,우리 고구마(슈퍼시드 함유 도우M),130,338,0,13,0,6,10,0,0,0,0,494,-
390,우리 고구마 더블치즈엣지(오리지널 L),166,399,0,15,0,7,17,0,0,0,0,529,-
391,우리 고구마 더블치즈엣지(오리지널 M),156,399,0,18,0,8,9,0,0,0,0,696,-
392,직화 스테이크(오리지널 L),193,482,0,22,0,11,14,0,0,0,0,829,-
393,직화 스테이크(오리지널 M),126,304,0,14,0,5,5,0,0,0,0,587,-
394,직화 스테이크(나폴리L),160,370,0,20,0,6,6,0,0,0,0,752,-
395,직화 스테이크(나폴리M),100,240,0,12,0,4,4,0,0,0,0,497,-
396,직화 스테이크(씬 L),134,314,0,16,0,6,6,0,0,0,0,668,-
397,직화 스테이크(씬 M),162,444,0,20,0,10,6,0,0,0,0,886,-
398,직화 스테이크(슈퍼시드 함유 도우L),110,308,0,14,0,8,4,0,0,0,0,552,-
399,직화 스테이크(슈퍼시드 함유 도우M),124,308,0,14,0,5,6,0,0,0,0,568,-
400,직화 스테이크 더블치즈엣지(오리지널 M),162,406,0,18,0,8,8,0,0,0,0,756,-
401,직화 스테이크 더블치즈엣지(오리지널 L),194,480,0,24,0,10,6,0,0,0,0,1006,-
402,치즈(오리지널 L),151,364,0,20,0,7,5,0,0,0,0,815,-
403,치즈(오리지널 M),191,466,0,24,0,6,7,0,0,0,0,638,-
404,치즈(나폴리L),112,285,0,15,0,4,5,0,0,0,0,403,-
405,치즈(나폴리M),136,352,0,19,0,7,6,0,0,0,0,574,-
406,치즈(씬 L),116,305,0,18,0,6,5,0,0,0,0,460,-
407,치즈(씬 M),110,314,0,17,0,9,5,0,0,0,0,423,-
408,치즈(슈퍼시드 함유 도우L),124,374,0,20,0,11,5,0,0,0,0,572,-
409,치즈(슈퍼시드 함유 도우M),191,491,0,24,0,7,11,0,0,0,0,626,-
410,치즈 더블치즈엣지(오리지널 L),112,292,0,14,0,4,7,0,0,0,0,345,-
411,치즈가든(오리지널 L),243,601,0,29,0,12,9,0,0,0,0,905,-
412,치즈가든(오리지널 M),109,250,0,10,0,3,5,0,0,0,0,353,-
413,치즈가든(나폴리L),132,287,0,14,0,4,6,0,0,0,0,412,-
414,치즈가든(나폴리M),171,363,0,16,0,5,7,0,0,0,0,591,-
415,치즈가든(씬 L),100,209,0,9,0,3,3,0,0,0,0,338,-
416,치즈가든(씬 M),137,303,0,12,0,7,6,0,0,0,0,432,-
417,치즈가든(슈퍼시드 함유 도우L),114,249,0,10,0,6,6,0,0,0,0,375,-
418,치즈가든(슈퍼시드 함유 도우M),109,245,0,11,0,3,5,0,0,0,0,372,-
419,치즈가든 더블치즈엣지(오리지널 L),129,296,0,11,0,3,6,0,0,0,0,433,-
420,치즈가든 더블치즈엣지(오리지널 M),138,316,0,15,0,5,4,0,0,0,0,536,-
421,치즈피자 더블치즈엣지(오리지널 M),168,380,0,19,0,7,5,0,0,0,0,681,-
422,페퍼로니(오리지널 L),145,397,0,20,0,8,5,0,0,0,0,539,-
423,페퍼로니(오리지널 M),102,271,0,14,0,5,4,0,0,0,0,401,-
424,페퍼로니(나폴리L),118,327,0,16,0,6,4,0,0,0,0,445,-
425,페퍼로니(나폴리M),148,426,0,24,0,9,5,0,0,0,0,680,-
426,페퍼로니(씬 L),127,384,0,20,0,8,4,0,0,0,0,558,-
427,페퍼로니(씬 M),131,386,0,22,0,11,4,0,0,0,0,567,-
428,페퍼로니(슈퍼시드 함유 도우L),109,336,0,18,0,10,4,0,0,0,0,503,-
429,페퍼로니(슈퍼시드 함유 도우M),105,283,0,14,0,4,4,0,0,0,0,348,-
430,페퍼로니 더블치즈엣지(오리지널 L),124,341,0,16,0,6,6,0,0,0,0,445,-
431,페퍼로니 더블치즈엣지(오리지널 M),124,341,0,16,0,7,4,0,0,0,0,480,-
432,포테이토(오리지널 L),147,403,0,20,0,9,4,0,0,0,0,576,-
433,포테이토(오리지널 M),139,322,0,15,0,4,4,0,0,0,0,380,-
434,포테이토(나폴리L),149,352,0,16,0,5,4,0,0,0,0,380,-
435,포테이토(나폴리M),115,260,0,15,0,4,3,0,0,0,0,332,-
436,포테이토(씬 L),122,292,0,16,0,5,3,0,0,0,0,338,-
437,포테이토(씬 M),103,224,0,12,0,5,3,0,0,0,0,298,-
438,포테이토(슈퍼시드 함유 도우L),109,243,0,12,0,5,3,0,0,0,0,296,-
439,포테이토(슈퍼시드 함유 도우M),139,317,0,15,0,4,5,0,0,0,0,349,-
440,포테이토 더블치즈엣지(오리지널 L),150,350,0,16,0,4,5,0,0,0,0,377,-
441,포테이토 더블치즈엣지(오리지널 M),154,362,0,18,0,6,3,0,0,0,0,459,-
442,핫치킨(오리지널 L),174,422,0,21,0,8,4,0,0,0,0,495,-
443,핫치킨(오리지널 M),119,287,0,13,0,3,9,0,0,0,0,601,-
444,핫치킨(나폴리L),144,346,0,15,0,3,13,0,0,0,0,684,-
445,핫치킨(나폴리M),188,466,0,22,0,7,15,0,0,0,0,1066,-
446,핫치킨(씬 L),114,274,0,14,0,4,8,0,0,0,0,588,-
447,핫치킨(씬 M),152,410,0,20,0,7,18,0,0,0,0,942,-
448,핫치킨(슈퍼시드 함유 도우L),132,323,0,15,0,6,14,0,0,0,0,736,-
449,핫치킨(슈퍼시드 함유 도우M),119,297,0,13,0,3,10,0,0,0,0,563,-
450,핫치킨 더블치즈엣지(오리지널 L),146,361,0,16,0,3,10,0,0,0,0,632,-
451,핫치킨 더블치즈엣지(오리지널 M),143,356,0,18,0,6,8,0,0,0,0,757,-
452,먹물 오징어링,182,441,0,22,0,7,9,0,0,0,0,873,-
453,슈퍼곡물 치킨(10조각),105,650,0,17,0,2,1,0,0,0,0,721,-
454,옥수수 버터구이(6개),178,481,0,36,0,4,4,0,0,0,0,1025,-
455,치킨퐁듀 그라탕,176,370,0,36,0,6,20,0,0,0,0,542,-
456,퀴노아 치킨 샐러드,358,827,0,32,0,11,14,0,0,0,0,1965,-
457,트러플 리조또,137,121,0,8,0,0,10,0,0,0,0,153,-
458,포테이토 순살치킨(3조각),285,650,0,17,0,26,8,0,0,0,0,1123,-
459,프레시 코울슬로,305,729,0,42,0,5,12,0,0,0,0,1199,-
460,프레시 콘샐러드,100,133,0,1,0,4,9,0,0,0,0,158,-
461,프렌치 라따뚜이,100,135,0,2,0,4,11,0,0,0,0,315,-
462,하프&하프 스파게티 (NEW 치즈 & 화이트 크림),329,382,0,20,0,7,16,0,0,0,0,1237,-
463,화이트 크림 스파게티,395,705,0,28,0,18,11,0,0,0,0,1347,-
464,NEW 치즈 볼로네즈 스파게티,392,851,0,29,0,29,9,0,0,0,0,1258,-
465,티본스테이크&쉬림프(클래식)M,188,433,0,22,0,7,13,0,0,0,0,740,-
466,티본스테이크&쉬림프(클래식)L,101,226,0,11,0,3.7,7,0,0,0,0,380,-
467,티본스테이크&쉬림프(크런치)M,123,292,0,13,0,4.3,7,0,0,0,0,480,-
468,티본스테이크&쉬림프(크런치)L,121,292,0,13,0,4.3,7,0,0,0,0,460,-
469,티본스테이크&쉬림프(리치골드)M,118,286,0,14,0,6,7,0,0,0,0,480,-
470,티본스테이크&쉬림프(리치골드)L,113,274,0,13,0,5,7,0,0,0,0,460,-
471,티본스테이크&쉬림프(치즈크러스트)M,106,260,0,14,0,5,5,0,0,0,0,460,-
472,티본스테이크&쉬림프(치즈크러스트)L,105,254,0,13,0,4.6,5,0,0,0,0,430,-
473,더블치즈 티본스테이크(클래식)M,196,466,0,23,0,7,17,0,0,0,0,900,-
474,더블치즈 티본스테이크(클래식)L,199,471,0,22,0,7,19,0,0,0,0,880,-
475,더블치즈 티본스테이크(크런치)M,117,284,0,13,0,4.2,8,0,0,0,0,490,-
476,더블치즈 티본스테이크(크런치)L,118,285,0,13,0,4,8,0,0,0,0,480,-
477,더블치즈 티본스테이크(리치골드)M,115,282,0,14,0,6,8,0,0,0,0,520,-
478,더블치즈 티본스테이크(리치골드)L,110,267,0,13,0,5,8,0,0,0,0,480,-
479,더블치즈 티본스테이크(치즈크러스트)M,103,257,0,14,0,5,6,0,0,0,0,500,-
480,더블치즈 티본스테이크(치즈크러스트)L,101,248,0,13,0,4.4,6,0,0,0,0,460,-
481,쉬림프올인(클래식)M,192,392,0,23,0,4.5,6,0,0,0,0,650,-
482,쉬림프올인(클래식)L,100,207,0,12,0,2.4,3,0,0,0,0,330,-
483,쉬림프올인(크런치)M,117,274,0,12,0,3.7,5,0,0,0,0,430,-
484,쉬림프올인(크런치)L,124,290,0,13,0,4,5,0,0,0,0,450,-
485,쉬림프올인(리치골드)M,116,274,0,14,0,5,5,0,0,0,0,440,-
486,쉬림프올인(리치골드)L,116,270,0,13,0,4.7,5,0,0,0,0,420,-
487,쉬림프올인(치즈크러스트)M,104,247,0,13,0,4.1,3,0,0,0,0,400,-
488,쉬림프올인(치즈크러스트)L,107,249,0,13,0,3.9,3,0,0,0,0,400,-
489,갈릭버터쉬림프(클래식)M,187,440,0,21,0,7,9,0,0,0,0,640,-
490,갈릭버터쉬림프(클래식)L,101,233,0,11,0,3.9,5,0,0,0,0,340,-
491,갈릭버터쉬림프(크런치)M,120,294,0,13,0,5,6,0,0,0,0,450,-
492,갈릭버터쉬림프(크런치)L,127,312,0,14,0,6,6,0,0,0,0,480,-
493,갈릭버터쉬림프(리치골드)M,119,294,0,15,0,6,7,0,0,0,0,470,-
494,갈릭버터쉬림프(리치골드)L,118,293,0,15,0,6,6,0,0,0,0,460,-
495,갈릭버터쉬림프(치즈크러스트)M,107,266,0,14,0,6,4,0,0,0,0,420,-
496,갈릭버터쉬림프(치즈크러스트)L,110,271,0,14,0,5,4,0,0,0,0,420,-
497,토핑킹(크런치)M,118,297,0,13,0,4.6,6,0,0,0,0,510,-
498,토핑킹(크런치)L,123,310,0,14,0,5,6,0,0,0,0,530,-
499,토핑킹(리치골드)M,117,297,0,16,0,6,7,0,0,0,0,530,-
500,토핑킹(리치골드)L,114,291,0,15,0,6,6,0,0,0,0,510,-
501,토핑킹(치즈크러스트)M,105,270,0,14,0,5,4,0,0,0,0,480,-
502,토핑킹(치즈크러스트)L,106,269,0,14,0,4.7,4,0,0,0,0,460,-
503,치즈킹(크런치)M,123,322,0,15,0,7,5,0,0,0,0,520,-
504,치즈킹(크런치)L,126,331,0,15,0,7,5,0,0,0,0,530,-
505,치즈킹(리치골드)M,122,322,0,17,0,9,5,0,0,0,0,540,-
506,치즈킹(리치골드)L,117,311,0,17,0,8,5,0,0,0,0,520,-
507,치즈킹(치즈크러스트)M,110,295,0,16,0,8,3,0,0,0,0,490,-
508,치즈킹(치즈크러스트)L,109,290,0,16,0,8,3,0,0,0,0,470,-
509,큐브스테이크(크런치)M,121,304,0,12,0,5,6,0,0,0,0,510,-
510,큐브스테이크(크런치)L,129,321,0,13,0,6,7,0,0,0,0,550,-
511,큐브스테이크(리치골드)M,120,304,0,15,0,7,7,0,0,0,0,540,-
512,큐브스테이크(리치골드)L,121,301,0,14,0,6,7,0,0,0,0,540,-
513,큐브스테이크(치즈크러스트)M,108,276,0,14,0,6,4,0,0,0,0,490,-
514,큐브스테이크(치즈크러스트)L,113,280,0,13,0,6,5,0,0,0,0,490,-
515,갈릭마블 스테이크(크런치)M,118,284,0,12,0,4.6,5,0,0,0,0,464,-
516,갈릭마블 스테이크(크런치)L,124,300,0,13,0,4.9,5,0,0,0,0,479,-
517,갈릭마블 스테이크(리치골드)M,117,284,0,13,0,6,6,0,0,0,0,498,-
518,갈릭마블 스테이크(리치골드)L,116,300,0,14,0,6,5,0,0,0,0,480,-
519,갈릭마블 스테이크(치즈크러스트)M,105,257,0,13,0,4.9,3,0,0,0,0,471,-
520,갈릭마블 스테이크(치즈크러스트)L,107,259,0,13,0,4.7,3,0,0,0,0,457,-
521,쉬림프&스테이크 올인(크런치)M,117,278,0,12,0,4.1,5,0,0,0,0,0,-
522,쉬림프&스테이크 올인(크런치)L,123,294,0,13,0,4.4,5,0,0,0,0,0,-
523,쉬림프&스테이크 올인(리치골드)M,119,292,0,14,0,6,5,0,0,0,0,0,-
524,쉬림프&스테이크 올인(리치골드)L,119,290,0,14,0,6,5,0,0,0,0,0,-
525,쉬림프&스테이크 올인(치즈크러스트)M,104,250,0,13,0,4.4,3,0,0,0,0,0,-
526,쉬림프&스테이크 올인(치즈크러스트)L,106,253,0,13,0,4.2,3,0,0,0,0,0,-
527,직화불고기(크런치)M,108,296,0,13,0,5,5,0,0,0,0,430,-
528,직화불고기(크런치)L,113,308,0,13,0,6,5,0,0,0,0,450,-
529,직화불고기(리치골드)M,107,296,0,15,0,7,6,0,0,0,0,450,-
530,직화불고기(리치골드)L,104,289,0,14,0,6,5,0,0,0,0,430,-
531,직화불고기(치즈크러스트)M,191,536,0,28,0,12,6,0,0,0,0,800,-
532,직화불고기(치즈크러스트)L,192,535,0,26,0,11,6,0,0,0,0,770,-
533,수퍼슈프림(크런치)M,115,285,0,12,0,4.5,4,0,0,0,0,423,-
534,수퍼슈프림(크런치)L,126,309,0,13,0,5,5,0,0,0,0,462,-
535,수퍼슈프림(리치골드)M,113,283,0,14,0,6,5,0,0,0,0,458,-
536,수퍼슈프림(리치골드)L,117,289,0,15,0,6,5,0,0,0,0,463,-
537,수퍼슈프림(치즈크러스트)M,102,256,0,13,0,4.8,2,0,0,0,0,407,-
538,수퍼슈프림(치즈크러스트)L,108,267,0,14,0,4.9,3,0,0,0,0,406,-
539,베이컨포테이토(크런치)M,121,313,0,12,0,4.5,5,0,0,0,0,460,-
540,베이컨포테이토(크런치)L,131,333,0,13,0,5,5,0,0,0,0,487,-
541,베이컨포테이토(리치골드)M,119,311,0,14,0,6,5,0,0,0,0,495,-
542,베이컨포테이토(리치골드)L,122,313,0,14,0,6,5,0,0,0,0,482,-
543,베이컨포테이토(치즈크러스트)M,107,284,0,13,0,4.8,3,0,0,0,0,469,-
544,베이컨포테이토(치즈크러스트)L,113,291,0,13,0,4.9,3,0,0,0,0,465,-
545,직화불고기L,168,445,0,21,0,7,6,0,0,0,0,507,-
546,페페로니M,128,339,0,15,0,4.4,4,0,0,0,0,460,-
547,페페로니L,152,404,0,18,0,5,4,0,0,0,0,551,-
548,수퍼슈프림L,194,445,0,22,0,6,5,0,0,0,0,549,-
549,치즈M,133,346,0,17,0,7,4,0,0,0,0,420,-
